,P_Ben,P_Del,P_Inc,P_Dec,AvgFitness
0,0.043499999999999997,0.18640000000000001,0.0511,0.37380000000000002,0.01113701306480061
1,0.043499999999999997,0.18640000000000001,0.069900000000000004,0.047699999999999999,0.00024059014732425162
2,0.10829999999999999,0.18640000000000001,0.0511,0.047699999999999999,0.012596573174792356
3,0.043499999999999997,0.1676,0.0511,0.047699999999999999,0.00010000710134575421
4,0.043499999999999997,0.1676,0.069900000000000004,0.047699999999999999,4.9976166172416963e-05
5,0.043499999999999997,0.18640000000000001,0.0511,0.44529999999999997,0.0025062059640460037
6,0.45789999999999997,0.47210000000000002,0.57969999999999999,0.39800000000000002,9.9999999999999994e-12
7,0.1048,0.80530000000000002,0.3054,0.65839999999999999,4.4158082268041229e-05
8,0.64329999999999998,0.32669999999999999,0.4234,0.56569999999999998,8.0474821289372382e-05
9,0.74180000000000001,0.1613,0.22020000000000001,0.75,6.570359841568497e-05
10,0.5958,0.39369999999999999,0.66379999999999995,0.24590000000000001,1.0000000000000001e-05
11,0.52849999999999997,0.43830000000000002,0.43430000000000002,0.55700000000000005,7.7266984831126255e-06
12,0.3498,0.56489999999999996,0.76970000000000005,0.22889999999999999,0.0036888020627067679
13,0.069800000000000001,0.90569999999999995,0.37069999999999997,0.62,4.99961630730806e-05
14,0.043499999999999997,0.1676,0.060999999999999999,0.1072,0.00013073287508454819
15,0.10829999999999999,0.18640000000000001,0.069900000000000004,0.22950000000000001,9.9999999999999994e-12
16,0.3639,0.60750000000000004,0.73260000000000003,0.26340000000000002,0.0040786278518138586
17,0.048500000000000001,0.89439999999999997,0.30649999999999999,0.65200000000000002,0.00096904806240818455
18,0.4098,0.4975,0.64439999999999997,0.2747,0.0016771091162275905
19,0.6008,0.3735,0.437,0.48709999999999998,0.00050351590842104526
20,0.68140000000000001,0.29970000000000002,0.67849999999999999,0.30859999999999999,0.00020067243133755993
21,0.83350000000000002,0.1201,0.60360000000000003,0.3831,0.010351184876746059
22,0.51129999999999998,0.45369999999999999,0.37040000000000001,0.58760000000000001,0.044761992988728162
23,0.10829999999999999,0.1676,0.0511,0.047699999999999999,9.9999999999999994e-12
24,0.33989999999999998,0.5867,0.82650000000000001,0.12180000000000001,1.0000000000000001e-05
25,0.44280000000000003,0.48870000000000002,0.50019999999999998,0.40410000000000001,0.0011650585445930307
26,0.46239999999999998,0.48330000000000001,0.46870000000000001,0.47989999999999999,5.0000000000000004e-06
27,0.49990000000000001,0.40110000000000001,0.90369999999999995,0.044299999999999999,0.001763480125137158
28,0.52349999999999997,0.41170000000000001,0.42609999999999998,0.54320000000000002,0.004518741227040682
29,0.41589999999999999,0.58330000000000004,0.44019999999999998,0.5494,0.0010802466216989438
30,0.1143,0.18640000000000001,0.29389999999999999,0.44529999999999997,0.0010823814357633884
31,0.14169999999999999,0.20119999999999999,0.0511,0.44529999999999997,0.001780543176997736
32,0.48089999999999999,0.43969999999999998,0.4677,0.44109999999999999,3.3339999999999993e-08
33,0.4854,0.47139999999999999,0.51429999999999998,0.42649999999999999,3.3339999999999999e-08
34,0.74080000000000001,0.248,0.61839999999999995,0.31359999999999999,2.9694593787540341e-05
35,0.30480000000000002,0.63339999999999996,0.39219999999999999,0.5232,0.00073589340133267678
36,0.46410000000000001,0.47110000000000002,0.19570000000000001,0.75939999999999996,9.9999999999999994e-12
37,0.36430000000000001,0.57620000000000005,0.14299999999999999,0.81710000000000005,0.00041450981076861384
38,0.85709999999999997,0.1125,0.69140000000000001,0.22159999999999999,5.145022272171192e-05
39,0.78480000000000005,0.16750000000000001,0.70409999999999995,0.26469999999999999,0.020182672980551136
40,0.72789999999999999,0.22220000000000001,0.53359999999999996,0.45590000000000003,0.00019867190497039515
41,0.53139999999999998,0.37459999999999999,0.49459999999999998,0.47010000000000002,0.026325642190477186
42,0.89659999999999995,0.0143,0.47349999999999998,0.47399999999999998,0.00049852553219219221
43,0.86009999999999998,0.12039999999999999,0.43169999999999997,0.49580000000000002,0.0023786843855087034
44,0.66520000000000001,0.28039999999999998,0.126,0.8135,0.00040754963609781293
45,0.57040000000000002,0.41260000000000002,0.53979999999999995,0.42720000000000002,9.9999999999999994e-12
46,0.49530000000000002,0.37869999999999998,0.49980000000000002,0.47210000000000002,0.00032734868900514291
47,0.25190000000000001,0.43680000000000002,0.4148,0.58179999999999998,0.010139517188914307
48,0.4647,0.47470000000000001,0.50739999999999996,0.43090000000000001,9.2729089740629871e-05
49,0.55059999999999998,0.35339999999999999,0.51680000000000004,0.4652,9.9999999999999994e-12
50,0.441,0.47599999999999998,0.50160000000000005,0.49309999999999998,0.025849177610699343
51,0.44500000000000001,0.45989999999999998,0.36820000000000003,0.60409999999999997,0.0011867326984861838
52,0.1643,0.83540000000000003,0.43259999999999998,0.53029999999999999,0.00024010369694087394
53,0.193,0.79579999999999995,0.43559999999999999,0.55200000000000005,5.0056220582771792e-05
54,0.22689999999999999,0.73250000000000004,0.26579999999999998,0.72330000000000005,0.00031007894630014695
55,0.1845,0.77139999999999997,0.5343,0.46189999999999998,4.9966916438079553e-05
56,0.1106,0.80200000000000005,0.16320000000000001,0.77969999999999995,0.067022191617660334
57,0.11899999999999999,0.78220000000000001,0.69330000000000003,0.27150000000000002,4.9257951842188814e-05
58,0.039100000000000003,0.90659999999999996,0.2157,0.74980000000000002,0.00055234960708227306
