,P_Ben,P_Del,P_Inc,P_Dec,AvgFitness
59,0.54410000000000003,0.42699999999999999,0.79669999999999996,0.1492,0.00047784303319483483
60,0.043499999999999997,0.18640000000000001,0.069900000000000004,0.44529999999999997,0.00011759481528513263
61,0.60389999999999999,0.31680000000000003,0.24890000000000001,0.66800000000000004,0.00090472669232181512
62,0.75270000000000004,0.1552,0.3412,0.56189999999999996,0.014810746741157399
63,0.79730000000000001,0.18029999999999999,0.013899999999999999,0.74429999999999996,0.0010939261887520783
64,0.55930000000000002,0.42499999999999999,0.67310000000000003,0.2366,0.001782450907246041
65,0.69640000000000002,0.26929999999999998,0.80479999999999996,0.19009999999999999,0.010371468534318936
66,0.30320000000000003,0.6351,0.30580000000000002,0.67620000000000002,0.014976284798664729
67,0.53390000000000004,0.37009999999999998,0.40889999999999999,0.59109999999999996,0.00080340536186798781
68,0.23169999999999999,0.67800000000000005,0.65259999999999996,0.27739999999999998,0.014284112632358362
69,0.23599999999999999,0.73919999999999997,0.4148,0.54759999999999998,0.00014099933515044548
70,0.067900000000000002,0.92269999999999996,0.1956,0.70909999999999995,0.00042972145966832981
71,0.1116,0.88639999999999997,0.31459999999999999,0.65249999999999997,9.962187856660812e-06
72,0.020400000000000001,0.92659999999999998,0.3448,0.60070000000000001,0.00032105694879486294
73,0.50009999999999999,0.48089999999999999,0.68289999999999995,0.22389999999999999,4.9966721437842025e-05
74,0.45279999999999998,0.46029999999999999,0.6421,0.25800000000000001,0.013295836869734767
75,0.34589999999999999,0.57509999999999994,0.69779999999999998,0.2452,0.0024677225431887239
76,0.15090000000000001,0.75609999999999999,0.2029,0.7762,3.3339999999999999e-08
77,0.62939999999999996,0.28720000000000001,0.27029999999999998,0.67510000000000003,0.00036270677944465028
78,0.42030000000000001,0.48270000000000002,0.2616,0.69699999999999995,0.0014951085667041202
79,0.62319999999999998,0.30730000000000002,0.12870000000000001,0.72540000000000004,0.042231088041754627
80,0.85819999999999996,0.13250000000000001,0.18859999999999999,0.76419999999999999,0.0009835612180027506
81,0.47839999999999999,0.48670000000000002,0.68600000000000005,0.218,0.012261602545465928
82,0.080500000000000002,0.86509999999999998,0.20469999999999999,0.73570000000000002,0.0011937261938043812
83,0.076300000000000007,0.90739999999999998,0.33019999999999999,0.58230000000000004,2.8709664274568561e-05
