0.000362586577171,
0.000283262331814,
0.000254891624633,
0.10462584554,
6.5692431267e-05,
0.241708704632,
0.00118776908323,
0.000261892941263,
0.0222102905375,
0.00025111805924,
0.00168797632609,
0.000254555208939,
0.0889914665768,
0.0128100884774,
0.000252518125341,
0.0182602828122,
0.013052340152,
0.000262395357493,
0.00757031263735,
0.000771905542709,
0.000880091153029,
0.000323681430269,
0.000439221474639,
0.000256557489562,
0.000252365943439,
0.00109222328487,
0.00976040742936,
0.000261284422569,
0.00026980672328,
0.0130855037374,
0.0716537229153,
0.161461255939,
0.000784451919281,
0.00025003372517,
0.000250309392276,
0.0504843959863,
0.0957572879611,
0.000251033900904,
0.000258440156501,
0.000256932360928,
0.000299542161774,
0.000265494497005,
3.76705680845e-06,
0.000243577380649,
0.000262042646903,
0.000253563241722,
0.010756988607,
0.00211806581522,
0.000250244480026,
0.000252869708945,
0.000255891886008,
0.000262850057113,
0.00470968024874,
0.000251694253714,
0.000193646403007,
0.039095006797,
0.0392974465823,
0.000249996753574,
0.000244810864212,
0.0431283282167,
