,P_Ben,P_Del,P_Inc,P_Dec,AvgFitness
0,0.41889999999999999,0.42109999999999997,0.16800000000000001,0.015599999999999999,0.00014333984601930716
1,0.014500000000000001,0.42109999999999997,0.16800000000000001,0.33110000000000001,0.0001435122000493295
2,0.014500000000000001,0.87749999999999995,0.16800000000000001,0.015599999999999999,9.381611389532626e-05
3,0.41889999999999999,0.42109999999999997,0.16800000000000001,0.015599999999999999,9.9999999999999994e-12
4,0.26889999999999997,0.72750000000000004,0.46089999999999998,0.15709999999999999,0.00050593879580459208
5,0.014500000000000001,0.83130000000000004,0.46089999999999998,0.0591,0.014470286476419214
6,0.014500000000000001,0.42109999999999997,0.46089999999999998,0.015599999999999999,9.9999999999999994e-12
7,0.26889999999999997,0.72750000000000004,0.46089999999999998,0.015599999999999999,0.00019745077444079039
8,0.014500000000000001,0.42109999999999997,0.16800000000000001,0.015599999999999999,4.9993309273540968e-05
9,0.014500000000000001,0.42109999999999997,0.46089999999999998,0.015599999999999999,9.9999999999999994e-12
10,0.014500000000000001,0.87749999999999995,0.16800000000000001,0.015599999999999999,0.0767098274406081
11,0.014500000000000001,0.87749999999999995,0.46089999999999998,0.15709999999999999,0.00018252801358451505
