,P_Ben,P_Del,P_Inc,P_Dec,AvgFitness
62,0.36940000000000001,0.61499999999999999,0.3201,0.65559999999999996,0.00018601969055603387
63,0.33610000000000001,0.56830000000000003,0.35959999999999998,0.58599999999999997,0.001122083249011834
64,0.36470000000000002,0.57279999999999998,0.21920000000000001,0.68479999999999996,9.9999999999999994e-12
65,0.63519999999999999,0.27879999999999999,0.42809999999999998,0.49990000000000001,0.00075589091422763376
66,0.48480000000000001,0.48299999999999998,0.21229999999999999,0.69740000000000002,9.9999999999999994e-12
67,0.40179999999999999,0.50639999999999996,0.31330000000000002,0.60850000000000004,9.9999999999999994e-12
68,0.31180000000000002,0.6109,0.1095,0.22620000000000001,0.010437957683486708
69,0.069000000000000006,0.79410000000000003,0.0659,0.024299999999999999,9.9999999999999994e-12
70,0.39379999999999998,0.51139999999999997,0.67579999999999996,0.27900000000000003,0.029484634308385854
71,0.48089999999999999,0.44869999999999999,0.48070000000000002,0.42970000000000003,0.00010007320512255562
72,0.36430000000000001,0.54100000000000004,0.73319999999999996,0.23280000000000001,0.0046133648009207551
73,0.3679,0.5454,0.61839999999999995,0.37390000000000001,0.00020242333585378572
74,0.37040000000000001,0.59770000000000001,0.745,0.24349999999999999,0.000130822066558442
75,0.40500000000000003,0.58079999999999998,0.69969999999999999,0.29649999999999999,0.00074277950994628295
76,0.27389999999999998,0.64280000000000004,0.42359999999999998,0.50049999999999994,1.134680153846154e-05
77,0.50280000000000002,0.45579999999999998,0.55700000000000005,0.4017,0.061750350049673303
78,0.3528,0.62670000000000003,0.55989999999999995,0.35060000000000002,0.024223981070690126
79,0.32190000000000002,0.65449999999999997,0.77159999999999995,0.1739,0.0071831013867696275
80,0.39150000000000001,0.53510000000000002,0.74890000000000001,0.24199999999999999,0.0008781070283506359
81,0.47249999999999998,0.48430000000000001,0.51910000000000001,0.40760000000000002,0.00058756066123274173
82,0.51949999999999996,0.41439999999999999,0.51129999999999998,0.47870000000000001,0.00292057390201709
83,0.44309999999999999,0.52470000000000006,0.45329999999999998,0.52559999999999996,5.0000000000000004e-06
