,P_Ben,P_Del,P_Inc,P_Dec,AvgFitness
0,0.014500000000000001,0.42109999999999997,0.46089999999999998,0.015599999999999999,9.9999999999999994e-12
1,0.014500000000000001,0.42109999999999997,0.16800000000000001,0.33110000000000001,0.0001435122000493295
2,0.014500000000000001,0.87749999999999995,0.16800000000000001,0.015599999999999999,9.381611389532626e-05
3,0.41889999999999999,0.42109999999999997,0.16800000000000001,0.015599999999999999,9.9999999999999994e-12
4,0.26889999999999997,0.72750000000000004,0.46089999999999998,0.15709999999999999,0.00050593879580459208
5,0.014500000000000001,0.83130000000000004,0.46089999999999998,0.0591,0.014470286476419214
6,0.26889999999999997,0.72750000000000004,0.46089999999999998,0.015599999999999999,0.00019745077444079039
7,0.014500000000000001,0.42109999999999997,0.16800000000000001,0.015599999999999999,4.9993309273540968e-05
8,0.41889999999999999,0.42109999999999997,0.16800000000000001,0.015599999999999999,0.00014333984601930716
9,0.014500000000000001,0.42109999999999997,0.46089999999999998,0.015599999999999999,9.9999999999999994e-12
10,0.014500000000000001,0.87749999999999995,0.16800000000000001,0.015599999999999999,0.0767098274406081
11,0.29349999999999998,0.62590000000000001,0.52100000000000002,0.4627,9.9999999999999994e-12
12,0.21909999999999999,0.73640000000000005,0.55249999999999999,0.3916,0.002535935993015939
13,0.38990000000000002,0.56559999999999999,0.68979999999999997,0.23599999999999999,0.027879414756972809
14,0.39529999999999998,0.59560000000000002,0.623,0.31040000000000001,0.00020035309818915135
15,0.014500000000000001,0.87749999999999995,0.46089999999999998,0.15709999999999999,0.00018252801358451505
16,0.36940000000000001,0.61499999999999999,0.3201,0.65559999999999996,0.00018601969055603387
17,0.33610000000000001,0.56830000000000003,0.35959999999999998,0.58599999999999997,0.001122083249011834
18,0.36470000000000002,0.57279999999999998,0.21920000000000001,0.68479999999999996,9.9999999999999994e-12
19,0.63519999999999999,0.27879999999999999,0.42809999999999998,0.49990000000000001,0.00075589091422763376
20,0.48480000000000001,0.48299999999999998,0.21229999999999999,0.69740000000000002,9.9999999999999994e-12
21,0.40179999999999999,0.50639999999999996,0.31330000000000002,0.60850000000000004,9.9999999999999994e-12
22,0.31180000000000002,0.6109,0.1095,0.22620000000000001,0.010437957683486708
23,0.069000000000000006,0.79410000000000003,0.0659,0.024299999999999999,9.9999999999999994e-12
