#mut,pm+,pm-,pim,pdm,msc,col
0.000025,0.01,0.99,0.5,0.05,0.1,k
0.000025,0.01,0.99,0.5,0.05,1,c
0.000025,0.01,0.99,0.5,0.05,10,b
0.000025,0.01,0.99,0.5,0.05,50,m
0.000025,0.01,0.99,0.5,0.05,100,r
0.000025,0.01,0.99,0.5,0.05,500,orange
0.000025,0.01,0.99,0.5,0.05,1000,chartreuse
