0.0009 100 Tomato
0.0075 100 Tomato
0.0087 100 MediumSeaGreen
0.0109 100 Khaki
0.0126 100 Khaki
0.0159 100 MediumSeaGreen
0.0169 100 MediumSeaGreen
0.0182 100 MediumSeaGreen
0.0204 100 Khaki
0.0244 100 Khaki
0.0255 100 Khaki
0.0335 100 MediumSeaGreen
0.0387 100 MediumSeaGreen
0.0442 100 Khaki
0.0476 100 Khaki
0.0550 100 Khaki
0.0579 100 Khaki
0.0584 100 Khaki
0.0703 100 Goldenrod
0.1043 100 Goldenrod
0.1447 100 Goldenrod
0.1632 100 Goldenrod
0.0001 101 Goldenrod
0.0002 101 PaleVioletRed
0.0016 101 LightSeaGreen
0.0021 101 LightSeaGreen
0.0062 101 MediumSeaGreen
0.0154 101 Khaki
0.0158 101 Khaki
0.0219 101 MediumSeaGreen
0.0226 101 Khaki
0.0489 101 Khaki
0.05 101 Goldenrod
0.0782 101 Khaki
0.0799 101 Khaki
0.0822 101 Goldenrod
0.1 101 Tomato
0.1219 101 Goldenrod
0.1378 101 Tomato
0.1460 101 Goldenrod
0.1710 101 Goldenrod
0.2204 101 Goldenrod
0.0005 102 RoyalBlue
0.0015 102 LightSeaGreen
0.0020 102 LightSeaGreen
0.0025 102 LightSeaGreen
0.0056 102 LightSeaGreen
0.0066 102 MediumSeaGreen
0.0089 102 MediumSeaGreen
0.0116 102 Khaki
0.0136 102 MediumSeaGreen
0.0172 102 MediumSeaGreen
0.0196 102 Khaki
0.0223 102 Khaki
0.0309 102 MediumSeaGreen
0.0310 102 MediumSeaGreen
0.0356 102 Khaki
0.0418 102 Khaki
0.0437 102 Khaki
0.0601 102 Goldenrod
0.0639 102 MediumSeaGreen
0.0746 102 Goldenrod
0.0927 102 Khaki
0.1 102 Tomato
0.1 102 Tomato
0.1741 102 Tomato
0.0001 103 Goldenrod
0.0001 103 Tomato
0.0013 103 LightSeaGreen
0.0123 103 Khaki
0.0145 103 Khaki
0.0153 103 MediumSeaGreen
0.0154 103 Khaki
0.0165 103 Khaki
0.0235 103 MediumSeaGreen
0.0267 103 Khaki
0.0288 103 Khaki
0.0338 103 MediumSeaGreen
0.0573 103 Goldenrod
0.0579 103 Goldenrod
0.0748 103 MediumSeaGreen
0.1002 103 Goldenrod
0.1020 103 Goldenrod
0.1 103 Tomato
0.1 103 Tomato
0.1 103 Tomato
0.1211 103 Goldenrod
0.1221 103 Goldenrod
0.1380 103 Goldenrod
0.1419 103 Goldenrod
0.1546 103 Goldenrod
0.1828 103 Tomato
0.2010 103 Goldenrod
0.2 103 PaleVioletRed
0.2175 103 Goldenrod
0.2600 103 PaleVioletRed
0.0009 104 Tomato
0.0022 104 LightSeaGreen
0.0054 104 LightSeaGreen
0.0071 104 MediumSeaGreen
0.0110 104 MediumSeaGreen
