#mut,pm+,pm-,pim,pdm,msc,col
0.000001,0.001,0.999,0.0,0.0,1,k
0.000005,0.001,0.999,0.0,0.0,1,c
0.00001,0.001,0.999,0.0,0.0,1,b
0.00005,0.001,0.999,0.0,0.0,1,m
0.0001,0.001,0.999,0.0,0.0,1,r
0.0005,0.001,0.999,0.0,0.0,1,orange
0.001,0.001,0.999,0.0,0.0,1,chartreuse
